date,avg_sentiment,sentiment_std,news_count,weighted_avg_sentiment,weighted_sentiment_std,avg_priority,max_priority,total_priority,drug_specific_count,company_news_count,fda_milestones,market_impacts,drug_news_ratio,has_application_phase,has_clinical_trials,has_regulatory_review,has_approval_process,has_post_approval,has_regulatory_issues,day_importance_score
2025-02-04,-0.5181166666666667,0.0,1,-0.5181166666666667,0.0,7.0,7,7,0,1,Other,Other,0.0,0,0,0,0,0,0,7
2025-02-05,-0.10944166666666666,0.5779537276028246,2,-0.10944166666666666,0.5779537276028246,8.0,9,16,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2025-02-10,0.7095333333333333,0.0,1,0.7095333333333333,0.0,9.0,9,9,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2025-02-11,0.29195064935064935,0.04589822169225865,3,0.31584584415584416,0.004510530232905357,5.0,13,15,0,3,post_approval|Other,Other,0.0,0,0,0,0,1,0,13
2025-02-13,0.2278439393939394,0.10972017002067755,3,0.2278439393939394,0.10972017002067755,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2025-02-15,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-02-20,0.3749722222222222,0.1283834548587998,3,0.5755388888888889,0.045312373626899154,7.666666666666667,11,23,0,1,approval_process|Other,Other,0.0,0,0,0,1,0,0,31
2025-02-21,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-02-24,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-02-25,0.22128378787878783,0.13763330914228417,10,0.22128378787878783,0.13763330914228417,2.2,7,22,0,9,Other,Other,0.0,0,0,0,0,0,0,7
2025-02-26,0.4137,0.0,1,0.4137,0.0,9.0,9,9,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2025-03-02,0.04545454545454545,0.0,1,0.04545454545454545,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-03-03,0.2040909090909091,0.0,1,0.2040909090909091,0.0,8.0,8,8,0,0,Other,Other,0.0,0,0,0,0,0,0,8
2025-03-04,0.32491969696969697,0.06752373830113215,3,0.32491969696969697,0.06752373830113215,6.333333333333333,9,19,0,3,Other,Other,0.0,0,0,0,0,0,0,9
2025-03-05,0.10230833333333332,0.25483190255657956,12,0.10230833333333332,0.25483190255657956,1.0,1,12,0,12,Other,Other,0.0,0,0,0,0,0,0,1
2025-03-06,0.1878,0.2025731988913906,12,0.1878,0.2025731988913906,3.6666666666666665,9,44,0,12,Other,Other,0.0,0,0,0,0,0,0,9
2025-03-07,0.25310113378684806,0.19311083966888984,9,0.25310113378684806,0.19311083966888984,3.3333333333333335,8,30,0,9,Other,Other,0.0,0,0,0,0,0,0,8
2025-03-10,0.32310773809523813,0.13565960822266154,8,0.32310773809523813,0.13565960822266154,1.0,1,8,0,8,Other,Other,0.0,0,0,0,0,0,0,1
2025-03-11,0.24695,0.0,2,0.24695,0.0,7.0,7,14,0,2,Other,Other,0.0,0,0,0,0,0,0,7
2025-03-17,0.20095,0.0,2,0.20095,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-03-19,0.24695,0.0,2,0.24695,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-03-20,0.3592,0.0,2,0.3592,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-03-24,0.29295,0.0,1,0.29295,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-03-25,0.42405,0.0,1,0.42405,0.0,7.0,7,7,0,1,Other,Other,0.0,0,0,0,0,0,0,7
2025-03-27,-0.36755,0.0,1,-0.36755,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-03-28,0.5658666666666667,0.0,1,0.5658666666666667,0.0,9.0,9,9,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2025-03-30,0.26335,0.0,1,0.26335,0.0,7.0,7,7,0,0,Other,Other,0.0,0,0,0,0,0,0,7
2025-04-02,-0.17556666666666665,0.15204519339108793,3,-0.17556666666666665,0.15204519339108793,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2025-04-04,0.1325175925925926,0.24240537078976387,2,0.1325175925925926,0.24240537078976387,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-04-07,0.1468375,0.17379245944037197,4,0.1468375,0.17379245944037197,2.5,7,10,0,4,Other,Other,0.0,0,0,0,0,0,0,7
2025-04-08,0.35015,0.0,1,0.35015,0.0,9.0,9,9,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2025-04-09,-0.059175925925925923,0.3827909465383353,2,-0.059175925925925923,0.3827909465383353,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-04-10,0.3056333333333333,0.039992770179954625,6,0.3668916666666666,0.18225781304697658,2.6666666666666665,11,16,0,6,approval_process|Other,Other,0.0,0,0,0,1,0,0,31
2025-04-11,0.14194583333333333,0.2491132643999512,16,0.16728645833333333,0.30170732532746036,2.75,11,44,0,16,approval_process|Other,Other,0.0,0,0,0,1,0,0,31
2025-04-15,0.32224523809523814,0.14296518376808134,7,0.32224523809523814,0.14296518376808134,5.0,8,35,0,7,Other,Other,0.0,0,0,0,0,0,0,8
2025-04-16,0.6067444444444444,0.0,1,0.6067444444444444,0.0,9.0,9,9,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2025-04-17,0.257075,0.3635589515470634,2,0.257075,0.3635589515470634,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-04-23,0.20431666666666665,0.1353870400924697,9,0.20431666666666665,0.1353870400924697,1.0,1,9,0,9,Other,Other,0.0,0,0,0,0,0,0,1
2025-04-24,0.14123809523809522,0.2684343337890601,14,0.14123809523809522,0.2684343337890601,2.142857142857143,9,30,0,12,Other,Other,0.0,0,0,0,0,0,0,9
2025-04-26,0.45781818181818185,0.0,2,0.45781818181818185,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-04-28,0.31584053030303033,0.23487137342152944,4,0.31584053030303033,0.23487137342152944,2.5,7,10,0,3,Other,Other,0.0,0,0,0,0,0,0,7
2025-04-30,0.0962,0.04988306325798366,3,0.0962,0.04988306325798366,6.333333333333333,9,19,0,2,Other,Other,0.0,0,0,0,0,0,0,9
2025-05-03,-0.3753,0.0,1,-0.3753,0.0,9.0,9,9,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2025-05-05,0.19523333333333334,0.17163126414885294,3,0.19523333333333334,0.17163126414885294,5.666666666666667,9,17,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2025-05-07,0.1535277777777778,0.09675607455329595,6,0.1535277777777778,0.09675607455329595,3.6666666666666665,5,22,0,6,Other,Other,0.0,0,0,0,0,0,0,5
2025-05-08,0.37720238095238096,0.1391002859198955,40,0.37720238095238096,0.1391002859198955,8.6,9,344,0,31,Other,Other,0.0,0,0,0,0,0,0,9
2025-05-09,0.36459281045751635,0.12015147270293865,34,0.36459281045751635,0.12015147270293865,6.588235294117647,9,224,0,19,Other,Other,0.0,0,0,0,0,0,0,9
2025-05-11,0.26335,0.0,2,0.26335,0.0,8.0,8,16,0,2,Other,hospital_adoption,0.0,0,0,0,0,0,0,8
2025-05-12,0.2164098148148148,0.1640195998410866,10,0.2164098148148148,0.1640195998410866,2.9,8,29,0,9,Other,Other,0.0,0,0,0,0,0,0,8
2025-05-13,0.25004333333333334,0.1850797672876732,10,0.25004333333333334,0.1850797672876732,6.6,9,66,0,7,Other,Other,0.0,0,0,0,0,0,0,9
2025-05-14,0.10713484848484849,0.11665437684186408,11,0.10713484848484849,0.11665437684186408,3.909090909090909,7,43,0,11,Other,Other,0.0,0,0,0,0,0,0,7
2025-05-15,0.0,0.04714045207910317,9,0.0,0.04714045207910317,2.3333333333333335,7,21,0,9,Other,Other,0.0,0,0,0,0,0,0,7
2025-05-16,0.3737333333333333,0.0,4,0.3737333333333333,0.0,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2025-05-20,0.47065,0.0,1,0.47065,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-05-21,0.2389,0.15907160561924846,8,0.2389,0.15907160561924846,2.0,9,16,0,7,Other,Other,0.0,0,0,0,0,0,0,9
2025-05-22,0.185583024691358,0.1533894698788263,6,0.185583024691358,0.1533894698788263,3.3333333333333335,8,20,0,6,Other,Other,0.0,0,0,0,0,0,0,8
2025-05-26,0.4386,0.06123544725075502,2,0.4386,0.06123544725075502,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-05-28,0.0,0.0,1,0.0,0.0,5.0,5,5,0,0,Other,Other,0.0,0,0,0,0,0,0,5
2025-05-30,0.3068666666666667,0.0,1,0.3068666666666667,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-06-02,0.0851,0.1702,4,0.0851,0.1702,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2025-06-03,0.24752333333333332,0.1582969223923475,5,0.24752333333333332,0.1582969223923475,2.6,9,13,0,5,Other,Other,0.0,0,0,0,0,0,0,9
2025-06-06,0.01515151515151515,0.0,2,0.01515151515151515,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-06-09,0.5186444444444445,0.2471143630506449,3,0.5186444444444445,0.2471143630506449,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2025-06-10,0.44590833333333335,0.3359088843884769,4,0.44590833333333335,0.3359088843884769,4.5,8,18,0,4,Other,Other,0.0,0,0,0,0,0,0,8
2025-06-11,0.41675833333333334,0.15635309443336542,2,0.41675833333333334,0.15635309443336542,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-06-12,0.22174068462401794,0.1594754660722801,9,0.22174068462401794,0.1594754660722801,1.0,1,9,0,9,Other,Other,0.0,0,0,0,0,0,0,1
2025-06-13,0.7610833333333333,0.0,2,0.7610833333333333,0.0,8.0,8,16,0,2,Other,Other,0.0,0,0,0,0,0,0,8
2025-06-16,0.0977956140350877,0.13990623125690085,19,0.0977956140350877,0.13990623125690085,1.0,1,19,0,19,Other,Other,0.0,0,0,0,0,0,0,1
2025-06-17,0.22842950937950937,0.1870862694657037,21,0.22842950937950937,0.1870862694657037,1.380952380952381,9,29,0,21,Other,Other,0.0,0,0,0,0,0,0,9
2025-06-18,0.0280404761904762,0.25434135661955337,6,0.0280404761904762,0.25434135661955337,6.666666666666667,9,40,0,6,Other,Other,0.0,0,0,0,0,0,0,9
2025-06-19,0.1843948051948052,0.2486213417090134,23,0.1843948051948052,0.2486213417090134,5.695652173913044,9,131,0,23,Other,Other,0.0,0,0,0,0,0,0,9
2025-06-20,0.1749091414141414,0.27775317184534115,10,0.1749091414141414,0.27775317184534115,3.8,9,38,0,10,Other,Other,0.0,0,0,0,0,0,0,9
2025-06-21,0.20315,0.28729748519609427,2,0.20315,0.28729748519609427,4.5,8,9,0,2,Other,Other,0.0,0,0,0,0,0,0,8
2025-06-22,0.11666666666666665,0.0,4,0.11666666666666665,0.0,9.0,9,36,0,4,Other,Other,0.0,0,0,0,0,0,0,9
2025-06-23,-0.074,0.10465180361560902,2,-0.074,0.10465180361560902,4.0,7,8,0,2,Other,Other,0.0,0,0,0,0,0,0,7
2025-06-24,-0.10217380952380953,0.3098331143510547,14,-0.10217380952380953,0.3098331143510547,3.2857142857142856,9,46,0,14,Other,Other,0.0,0,0,0,0,0,0,9
2025-06-25,0.45068666666666674,0.09614346947256597,5,0.45068666666666674,0.09614346947256597,1.0,1,5,0,5,Other,Other,0.0,0,0,0,0,0,0,1
